timestamp,position,velocity,acceleration,attitude,body_rate,actuator
970751769,0,0,0,0,0,1
970853739,0,0,0,0,0,1
970955466,0,0,0,0,0,1
971051037,0,0,0,0,0,1
971152744,0,0,0,0,0,1
971251995,0,0,0,0,0,1
971352623,0,0,0,0,0,1
971451681,0,0,0,0,0,1
971553645,0,0,0,0,0,1
971653705,0,0,0,0,0,1
971752409,0,0,0,0,0,1
971855878,0,0,0,0,0,1
971951677,0,0,0,0,0,1
972053471,0,0,0,0,0,1
972152745,0,0,0,0,0,1
972254416,0,0,0,0,0,1
972355387,0,0,0,0,0,1
972452589,0,0,0,0,0,1
972554739,0,0,0,0,0,1
972652284,0,0,0,0,0,1
972752928,0,0,0,0,0,1
972851788,0,0,0,0,0,1
972952508,0,0,0,0,0,1
973055007,0,0,0,0,0,1
973150070,0,0,0,0,0,1
973253316,0,0,0,0,0,1
973351563,0,0,0,0,0,1
973452819,0,0,0,0,0,1
973551028,0,0,0,0,0,1
973652303,0,0,0,0,0,1
973755187,0,0,0,0,0,1
973852224,0,0,0,0,0,1
973954008,0,0,0,0,0,1
974051611,0,0,0,0,0,1
974153674,0,0,0,0,0,1
974250253,0,0,0,0,0,1
974347771,0,0,0,0,0,1
974455036,0,0,0,0,0,1
974553986,0,0,0,0,0,1
974651097,0,0,0,0,0,1
974750413,0,0,0,0,0,1
974854655,0,0,0,0,0,1
974949964,0,0,0,0,0,1
975050505,0,0,0,0,0,1
975155137,0,0,0,0,0,1
975253099,0,0,0,0,0,1
975354870,0,0,0,0,0,1
975451434,0,0,0,0,0,1
975553581,0,0,0,0,0,1
975651645,0,0,0,0,0,1
975754134,0,0,0,0,0,1
975854961,0,0,0,0,0,1
975953952,0,0,0,0,0,1
976054707,0,0,0,0,0,1
976151714,0,0,0,0,0,1
976253214,0,0,0,0,0,1
976353096,0,0,0,0,0,1
976451261,0,0,0,0,0,1
976553967,0,0,0,0,0,1
976651638,0,0,0,0,0,1
976755101,0,0,0,0,0,1
976852048,0,0,0,0,0,1
976954745,0,0,0,0,0,1
977052576,0,0,0,0,0,1
977151972,0,0,0,0,0,1
977253629,0,0,0,0,0,1
977351255,0,0,0,0,0,1
977452919,0,0,0,0,0,1
977549830,0,0,0,0,0,1
977654580,0,0,0,0,0,1
977749614,0,0,0,0,0,1
977848353,0,0,0,0,0,1
977955656,0,0,0,0,0,1
978054010,0,0,0,0,0,1
978153353,0,0,0,0,0,1
978253190,0,0,0,0,0,1
978352928,0,0,0,0,0,1
978451607,0,0,0,0,0,1
978553513,0,0,0,0,0,1
978653665,0,0,0,0,0,1
978754496,0,0,0,0,0,1
978853867,0,0,0,0,0,1
978950411,0,0,0,0,0,1
979054975,0,0,0,0,0,1
979150972,0,0,0,0,0,1
979254868,0,0,0,0,0,1
979354497,0,0,0,0,0,1
979451270,0,0,0,0,0,1
979554500,0,0,0,0,0,1
979652103,0,0,0,0,0,1
979753441,0,0,0,0,0,1
979852419,0,0,0,0,0,1
979948395,0,0,0,0,0,1
980054018,0,0,0,0,0,1
980150400,0,0,0,0,0,1
980254541,0,0,0,0,0,1
980349792,0,0,0,0,0,1
980452603,0,0,0,0,0,1
980549814,0,0,0,0,0,1
980653081,0,0,0,0,0,1
980752580,0,0,0,0,0,1
980849432,0,0,0,0,0,1
980954130,0,0,0,0,0,1
981051926,0,0,0,0,0,1
981154023,0,0,0,0,0,1
981253772,0,0,0,0,0,1
981353097,0,0,0,0,0,1
981452507,0,0,0,0,0,1
981551848,0,0,0,0,0,1
981654111,0,0,0,0,0,1
981748830,0,0,0,0,0,1
981854326,0,0,0,0,0,1
981950584,0,0,0,0,0,1
982050397,0,0,0,0,0,1
982148704,0,0,0,0,0,1
982254346,0,0,0,0,0,1
982353080,0,0,0,0,0,1
982451011,0,0,0,0,0,1
982552017,0,0,0,0,0,1
982650842,0,0,0,0,0,1
982751007,0,0,0,0,0,1
982853990,0,0,0,0,0,1
982952817,0,0,0,0,0,1
983051562,0,0,0,0,0,1
983151416,0,0,0,0,0,1
983254456,0,0,0,0,0,1
983351672,0,0,0,0,0,1
983449822,0,0,0,0,0,1
983553460,0,0,0,0,0,1
983653606,0,0,0,0,0,1
983752343,0,0,0,0,0,1
983850363,0,0,0,0,0,1
983951472,0,0,0,0,0,1
984050855,0,0,0,0,0,1
984152573,0,0,0,0,0,1
984254532,0,0,0,0,0,1
984353303,0,0,0,0,0,1
984449630,0,0,0,0,0,1
984549617,0,0,0,0,0,1
984651561,0,0,0,0,0,1
984748096,0,0,0,0,0,1
984853860,0,0,0,0,0,1
984956337,0,0,0,0,0,1
985053570,0,0,0,0,0,1
985155188,0,0,0,0,0,1
985250223,0,0,0,0,0,1
985352500,0,0,0,0,0,1
985451105,0,0,0,0,0,1
985551114,0,0,0,0,0,1
985655940,0,0,0,0,0,1
985748569,0,0,0,0,0,1
985853553,0,0,0,0,0,1
985953414,0,0,0,0,0,1
986052101,0,0,0,0,0,1
986148601,0,0,0,0,0,1
986254861,0,0,0,0,0,1
986353011,0,0,0,0,0,1
986450183,0,0,0,0,0,1
986551767,0,0,0,0,0,1
986653030,0,0,0,0,0,1
986752574,0,0,0,0,0,1
986849374,0,0,0,0,0,1
986951209,0,0,0,0,0,1
987054375,0,0,0,0,0,1
987150739,0,0,0,0,0,1
987255173,0,0,0,0,0,1
987352953,0,0,0,0,0,1
987455385,0,0,0,0,0,1
987550225,0,0,0,0,0,1
987651159,0,0,0,0,0,1
987753569,0,0,0,0,0,1
987850241,0,0,0,0,0,1
987951338,0,0,0,0,0,1
988051549,0,0,0,0,0,1
988153388,0,0,0,0,0,1
988249628,0,0,0,0,0,1
988353945,0,0,0,0,0,1
988453369,0,0,0,0,0,1
988551325,0,0,0,0,0,1
988652419,0,0,0,0,0,1
988751144,0,0,0,0,0,1
988852338,0,0,0,0,0,1
988952130,0,0,0,0,0,1
989050355,0,0,0,0,0,1
989156405,0,0,0,0,0,1
989251101,0,0,0,0,0,1
989353745,0,0,0,0,0,1
989451507,0,0,0,0,0,1
989553221,0,0,0,0,0,1
989650354,0,0,0,0,0,1
989755128,0,0,0,0,0,1
989855148,0,0,0,0,0,1
989951139,0,0,0,0,0,1
990052631,0,0,0,0,0,1
990150917,0,0,0,0,0,1
990253042,0,0,0,0,0,1
990350449,0,0,0,0,0,1
990453342,0,0,0,0,0,1
990553853,0,0,0,0,0,1
990652249,0,0,0,0,0,1
990753275,0,0,0,0,0,1
990848653,0,0,0,0,0,1
990949501,0,0,0,0,0,1
991049894,0,0,0,0,0,1
991152125,0,0,0,0,0,1
991253783,0,0,0,0,0,1
991350388,0,0,0,0,0,1
991455899,0,0,0,0,0,1
991549804,0,0,0,0,0,1
991651437,0,0,0,0,0,1
991751336,0,0,0,0,0,1
991851587,0,0,0,0,0,1
991952891,0,0,0,0,0,1
992052517,0,0,0,0,0,1
992154660,0,0,0,0,0,1
992253541,0,0,0,0,0,1
992351218,0,0,0,0,0,1
992450996,0,0,0,0,0,1
992551962,0,0,0,0,0,1
992651786,0,0,0,0,0,1
992750229,0,0,0,0,0,1
992853248,0,0,0,0,0,1
992951070,0,0,0,0,0,1
993053492,0,0,0,0,0,1
993147175,0,0,0,0,0,1
993251522,0,0,0,0,0,1
993353466,0,0,0,0,0,1
993451823,0,0,0,0,0,1
993553116,0,0,0,0,0,1
993649725,0,0,0,0,0,1
993755224,0,0,0,0,0,1
993851739,0,0,0,0,0,1
993950570,0,0,0,0,0,1
994054397,0,0,0,0,0,1
994151846,0,0,0,0,0,1
994249895,0,0,0,0,0,1
994350853,0,0,0,0,0,1
994455399,0,0,0,0,0,1
994550469,0,0,0,0,0,1
994651096,0,0,0,0,0,1
994751438,0,0,0,0,0,1
994853216,0,0,0,0,0,1
994952291,0,0,0,0,0,1
995051861,0,0,0,0,0,1
995153860,0,0,0,0,0,1
995251643,0,0,0,0,0,1
995348388,0,0,0,0,0,1
995453515,0,0,0,0,0,1
995553751,0,0,0,0,0,1
995653488,0,0,0,0,0,1
995750573,0,0,0,0,0,1
995853299,0,0,0,0,0,1
995952404,0,0,0,0,0,1
996052259,0,0,0,0,0,1
996153460,0,0,0,0,0,1
996249917,0,0,0,0,0,1
996350192,0,0,0,0,0,1
996450724,0,0,0,0,0,1
996550763,0,0,0,0,0,1
996649498,0,0,0,0,0,1
996752727,0,0,0,0,0,1
996853425,0,0,0,0,0,1
996949925,0,0,0,0,0,1
997051815,0,0,0,0,0,1
997150363,0,0,0,0,0,1
997254175,0,0,0,0,0,1
997352380,0,0,0,0,0,1
997451719,0,0,0,0,0,1
997552911,0,0,0,0,0,1
997653038,0,0,0,0,0,1
997753661,0,0,0,0,0,1
997849726,0,0,0,0,0,1
997952941,0,0,0,0,0,1
998050605,0,0,0,0,0,1
998152033,0,0,0,0,0,1
998253399,0,0,0,0,0,1
998352906,0,0,0,0,0,1
998454770,0,0,0,0,0,1
998552028,0,0,0,0,0,1
998653743,0,0,0,0,0,1
998750368,0,0,0,0,0,1
998853249,0,0,0,0,0,1
998954409,0,0,0,0,0,1
999048375,0,0,0,0,0,1
999152819,0,0,0,0,0,1
999252395,0,0,0,0,0,1
999353059,0,0,0,0,0,1
999450045,0,0,0,0,0,1
999552353,0,0,0,0,0,1
999654305,0,0,0,0,0,1
999753206,0,0,0,0,0,1
999854859,0,0,0,0,0,1
999953037,0,0,0,0,0,1
1000049834,0,0,0,0,0,1
1000150900,0,0,0,0,0,1
1000252879,0,0,0,0,0,1
1000354020,0,0,0,0,0,1
1000452603,0,0,0,0,0,1
1000553871,0,0,0,0,0,1
1000651894,0,0,0,0,0,1
1000750151,0,0,0,0,0,1
1000852248,0,0,0,0,0,1
1000951436,0,0,0,0,0,1
1001056653,0,0,0,0,0,1
1001152381,0,0,0,0,0,1
1001253483,0,0,0,0,0,1
1001350834,0,0,0,0,0,1
1001452337,0,0,0,0,0,1
1001553321,0,0,0,0,0,1
1001652982,0,0,0,0,0,1
1001753247,0,0,0,0,0,1
1001852614,0,0,0,0,0,1
1001954976,0,0,0,0,0,1
1002049877,0,0,0,0,0,1
1002152178,0,0,0,0,0,1
1002250927,0,0,0,0,0,1
1002351233,0,0,0,0,0,1
1002454248,0,0,0,0,0,1
1002549256,0,0,0,0,0,1
1002652598,0,0,0,0,0,1
1002752989,0,0,0,0,0,1
1002851058,0,0,0,0,0,1
1002952488,0,0,0,0,0,1
1003053710,0,0,0,0,0,1
1003150922,0,0,0,0,0,1
1003249739,0,0,0,0,0,1
1003354910,0,0,0,0,0,1
1003449423,0,0,0,0,0,1
1003553815,0,0,0,0,0,1
1003650315,0,0,0,0,0,1
1003754051,0,0,0,0,0,1
1003855236,0,0,0,0,0,1
1003952559,0,0,0,0,0,1
1004051927,0,0,0,0,0,1
1004151558,0,0,0,0,0,1
1004251071,0,0,0,0,0,1
1004349979,0,0,0,0,0,1
1004450663,0,0,0,0,0,1
1004552062,0,0,0,0,0,1
1004651624,0,0,0,0,0,1
1004752729,0,0,0,0,0,1
1004850034,0,0,0,0,0,1
1004951833,0,0,0,0,0,1
1005051653,0,0,0,0,0,1
1005150649,0,0,0,0,0,1
1005254655,0,0,0,0,0,1
1005353980,0,0,0,0,0,1
1005451297,0,0,0,0,0,1
1005552674,0,0,0,0,0,1
1005653166,0,0,0,0,0,1
1005750806,0,0,0,0,0,1
1005852203,0,0,0,0,0,1
1005952934,0,0,0,0,0,1
1006053097,0,0,0,0,0,1
1006154083,0,0,0,0,0,1
1006250785,0,0,0,0,0,1
1006352289,0,0,0,0,0,1
1006450592,0,0,0,0,0,1
1006549924,0,0,0,0,0,1
1006656582,0,0,0,0,0,1
1006752092,0,0,0,0,0,1
1006853464,0,0,0,0,0,1
1006950360,0,0,0,0,0,1
1007051247,0,0,0,0,0,1
1007150595,0,0,0,0,0,1
1007251932,0,0,0,0,0,1
1007355535,0,0,0,0,0,1
1007453496,0,0,0,0,0,1
1007552452,0,0,0,0,0,1
1007649389,0,0,0,0,0,1
1007754203,0,0,0,0,0,1
1007849850,0,0,0,0,0,1
1007953738,0,0,0,0,0,1
1008052674,0,0,0,0,0,1
1008152551,0,0,0,0,0,1
1008253512,0,0,0,0,0,1
1008351852,0,0,0,0,0,1
1008451899,0,0,0,0,0,1
1008550359,0,0,0,0,0,1
1008652490,0,0,0,0,0,1
1008754482,0,0,0,0,0,1
1008853125,0,0,0,0,0,1
1008951384,0,0,0,0,0,1
1009052480,0,0,0,0,0,1
1009150336,0,0,0,0,0,1
1009250912,0,0,0,0,0,1
1009355784,0,0,0,0,0,1
1009451397,0,0,0,0,0,1
1009552452,0,0,0,0,0,1
1009651210,0,0,0,0,0,1
1009752473,0,0,0,0,0,1
1009853070,0,0,0,0,0,1
1009952742,0,0,0,0,0,1
1010053475,0,0,0,0,0,1
1010153970,0,0,0,0,0,1
1010250746,0,0,0,0,0,1
1010352115,0,0,0,0,0,1
1010452303,0,0,0,0,0,1
1010553500,0,0,0,0,0,1
1010646392,0,0,0,0,0,1
1010754053,0,0,0,0,0,1
1010854200,0,0,0,0,0,1
1010952403,0,0,0,0,0,1
1011052960,0,0,0,0,0,1
1011151514,0,0,0,0,0,1
1011255311,0,0,0,0,0,1
1011350437,0,0,0,0,0,1
1011453139,0,0,0,0,0,1
1011554494,0,0,0,0,0,1
1011652558,0,0,0,0,0,1
1011755381,0,0,0,0,0,1
1011851363,0,0,0,0,0,1
1011953361,0,0,0,0,0,1
1012051536,0,0,0,0,0,1
1012152920,0,0,0,0,0,1
1012255628,0,0,0,0,0,1
1012353544,0,0,0,0,0,1
1012454288,0,0,0,0,0,1
1012552945,0,0,0,0,0,1
1012653240,0,0,0,0,0,1
1012750313,0,0,0,0,0,1
1012854541,0,0,0,0,0,1
1012954130,0,0,0,0,0,1
1013051923,0,0,0,0,0,1
1013155078,0,0,0,0,0,1
1013251527,0,0,0,0,0,1
1013354808,0,0,0,0,0,1
